no,IUCN,IUCNtyp,subfam,NPG,tribe,gen,ecores,trend,ndist,curdist,range,endem,alt,hbt,cult,mode,hab,ht,arm,hair,leaflmin,leaflmax,llmaxcov,leafmarg,leaftype,flordisp,hook,deh,seedsize,seedcoat
870,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,NA,2,NA,2,1,2,1,1,1,1,2,1,4,2,0,0,1,1
871,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
872,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,2,2,NA,2,1,2,1,1,1,1,2,1,4,2,0,1,1,1
873,7,OTH,2,4,7,Acacia,0,NA,2,2,1,1,NA,2,0,2,3,3,1,1,1,1,2,1,4,2,NA,1,1,1
874,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,4,6,22,1,1,2,0,1,1,NA
875,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,NA,2,1,3,0,0,2,3,10,1,1,2,0,1,1,1
876,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,0,1,1,2,1,1,2,0,1,1,NA
877,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
878,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,2,6,1,1,2,0,1,1,NA
879,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
880,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,1,2,0,2,2,2,0,0,1,4,14,1,1,2,0,1,1,NA
881,7,OTH,2,4,7,Acacia,0,NA,3,3,1,0,1,1,0,2,1,2,1,1,1,1,2,1,4,2,0,NA,NA,NA
882,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,2,6,1,1,2,0,1,NA,NA
883,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,2,2,0,1,1,1,2,1,1,2,0,1,NA,NA
884,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,2,2,NA,2,1,3,1,1,1,1,2,1,4,2,0,1,1,1
885,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,2,2,0,1,1,2,6,1,1,2,0,1,1,NA
886,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
887,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
888,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,NA,NA,NA,2,1,NA,1,0,1,1,2,1,4,2,0,NA,NA,1
889,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,1,2,3,10,1,1,2,0,1,1,NA
890,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,3,4,14,1,1,2,0,1,2,NA
891,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
892,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,1,3,6,22,1,1,2,0,1,1,NA
893,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,4,2,0,NA,1,NA
894,7,OTH,2,4,7,Acacia,0,NA,2,2,1,0,1,3,0,2,3,1,1,1,1,1,2,1,4,2,NA,NA,1,1
895,8,OTH,2,4,7,Acacia,1,NA,2,2,1,1,1,3,NA,2,3,1,1,1,1,1,2,1,4,2,0,1,2,1
896,9,OTH,2,4,7,Acacia,1,NA,5,8,1,0,NA,NA,NA,2,1,2,0,1,1,1,2,1,1,2,0,1,1,1
897,7,OTH,2,4,7,Acacia,0,NA,2,2,1,1,NA,1,0,2,3,2,1,1,1,1,2,1,4,2,0,NA,1,1
898,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,2,0,1,1,3,10,1,1,2,0,1,1,1
899,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
900,8,OTH,2,4,7,Acacia,1,NA,2,8,1,0,1,2,NA,2,1,3,1,1,1,1,2,1,4,2,0,1,1,1
901,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,NA,0,0,1,3,10,1,1,2,0,1,NA,NA
902,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,2,2,0,1,1,1,2,1,4,2,0,1,NA,NA
903,7,OTH,2,4,7,Acacia,0,NA,3,3,1,0,1,3,0,2,2,2,0,1,1,1,2,1,4,2,0,NA,1,1
904,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,1,3,0,0,2,6,22,1,1,2,0,1,1,NA
905,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
906,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,2,0,0,3,5,18,1,1,2,0,1,1,NA
907,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,3,10,1,1,2,0,1,1,NA
908,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,1,0,2,2,2,0,0,2,5,18,1,1,2,0,1,1,NA
909,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,3,10,1,1,2,0,1,1,NA
910,4,B,2,4,7,Acacia,-1,NA,2,2,1,1,1,2,0,2,1,2,1,0,1,1,2,1,4,2,0,1,1,NA
911,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
912,9,OTH,2,4,7,Acacia,1,NA,5,5,1,1,NA,2,NA,2,2,2,0,1,1,1,2,1,1,2,0,1,1,1
913,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,NA,0,1,1,1,2,1,4,2,0,1,1,NA
914,7,OTH,2,4,7,Acacia,0,NA,3,3,1,1,1,NA,0,2,1,3,1,1,1,2,6,1,4,2,0,NA,1,1
915,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,NA,1,NA,NA
916,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,1,1,1,1,2,1,1,2,0,1,1,NA
917,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
918,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,0,1,1,2,1,1,2,0,1,1,NA
919,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,0,3,5,18,1,1,2,0,1,1,NA
920,9,OTH,2,4,7,Acacia,1,NA,5,5,1,1,NA,1,NA,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
921,7,OTH,2,4,7,Acacia,0,NA,2,2,1,0,NA,NA,0,2,3,NA,1,1,1,1,2,1,4,2,0,NA,1,NA
922,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,3,0,0,2,5,18,1,1,2,0,1,1,NA
923,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,1,2,0,0,1,1,2,1,4,2,0,1,NA,NA
924,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,NA,NA,NA,2,NA,NA,0,1,1,1,2,1,4,2,NA,NA,NA,1
925,8,OTH,2,4,7,Acacia,1,NA,2,2,1,1,1,2,NA,2,2,2,1,1,1,1,2,1,4,2,0,0,2,1
926,8,OTH,2,4,7,Acacia,1,NA,2,0,1,1,1,NA,NA,2,3,1,1,0,1,1,2,1,4,2,NA,NA,NA,NA
927,4,D2,2,4,7,Acacia,-1,NA,2,2,1,1,1,2,0,2,1,2,0,1,1,1,2,1,4,2,NA,NA,NA,NA
928,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,1,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
929,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,1,2,3,10,1,1,2,0,1,1,NA
930,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
931,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,4,2,NA,1,NA,NA
932,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,2,0,1,2,3,10,1,1,2,0,1,NA,NA
933,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,2,2,0,1,1,3,10,1,1,2,0,1,1,NA
934,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,3,2,0,1,3,3,10,1,1,2,0,1,1,1
935,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,3,NA,2,2,2,1,1,1,1,2,1,4,2,0,1,1,1
936,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,2,1,1,1,1,1,2,1,1,2,0,1,1,NA
937,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,1,1,1,1,2,1,1,2,0,1,1,NA
938,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
939,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,4,1,0,1,1,1,2,1,1,2,0,1,1,NA
940,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,3,0,0,2,4,14,1,1,2,0,1,1,1
941,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,3,10,1,1,2,0,1,1,NA
942,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,4,1,0,0,1,1,2,1,1,2,0,1,1,NA
943,9,OTH,2,4,7,Acacia,1,NA,5,9,1,0,NA,3,NA,2,1,2,0,0,3,4,14,1,1,2,0,1,1,1
944,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
945,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
946,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
947,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,4,14,1,1,2,0,1,1,NA
948,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
949,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
950,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,1
951,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,1,0,2,2,2,0,1,2,3,10,1,1,2,0,1,1,NA
952,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,0,2,3,10,1,1,2,0,1,NA,NA
953,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,2,4,14,1,1,2,0,1,1,NA
954,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
955,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,1,2,2,2,0,1,1,2,6,1,1,2,0,1,1,NA
956,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,1,2,NA,2,2,2,1,1,1,1,2,NA,4,2,0,1,1,1
957,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,3,2,NA,2,1,2,1,1,1,1,2,1,4,2,0,1,1,1
958,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,1,0,1,1,2,1,1,2,0,1,1,NA
959,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,2,6,1,1,2,0,1,1,NA
960,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,NA,NA
961,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,3,10,1,1,2,0,1,1,NA
962,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,5,18,1,1,2,0,1,1,NA
963,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,NA,1,NA,NA
964,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
965,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
966,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,1,2,0,1,2,4,14,1,1,2,0,1,1,NA
967,9,OTH,2,4,7,Acacia,1,NA,5,9,1,0,NA,3,NA,2,1,2,0,0,1,6,22,1,1,2,0,1,1,1
968,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,3,10,1,1,2,0,1,1,NA
969,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
970,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,4,1,0,1,1,1,2,1,1,2,0,1,1,NA
971,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
972,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,1,1,1,1,2,1,1,2,0,1,1,NA
973,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,3,10,1,1,2,0,1,1,NA
974,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,1,3,0,0,2,3,10,1,1,2,0,1,1,NA
975,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,1,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
976,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
977,7,OTH,2,4,7,Acacia,0,NA,2,2,1,1,1,3,0,2,1,3,0,0,2,3,10,1,1,2,0,1,NA,NA
978,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
979,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,4,14,1,1,2,0,1,1,NA
980,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,2,3,10,1,1,2,NA,1,NA,NA
981,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
982,8,OTH,2,4,7,Acacia,1,NA,3,3,1,0,1,1,NA,2,3,NA,1,1,1,1,2,1,4,2,0,1,NA,1
983,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
984,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,1,2,NA,2,1,3,1,1,1,1,2,1,4,2,0,1,2,1
985,5,OTH,2,4,7,Acacia,-1,NA,2,2,1,1,NA,2,0,2,1,3,1,0,1,1,2,1,4,2,0,1,2,NA
986,2,B,2,4,7,Acacia,-1,NA,3,3,1,1,NA,NA,0,2,1,NA,1,0,1,1,2,1,4,2,NA,NA,NA,NA
987,7,OTH,2,4,7,Acacia,0,NA,3,3,1,1,1,1,0,2,2,2,0,1,1,1,2,1,4,2,NA,1,1,1
988,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
989,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
990,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,2,2,0,0,2,3,10,1,1,2,0,1,1,NA
991,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,3,0,0,4,6,22,1,1,2,0,1,1,NA
992,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,1,2,NA,2,1,3,1,1,1,1,2,1,4,2,0,0,2,1
993,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,2,6,1,1,2,0,1,NA,NA
994,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,1,2,0,0,2,5,18,1,1,2,0,1,1,1
995,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
996,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
997,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
998,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,3,10,1,1,2,0,1,1,NA
999,7,OTH,2,4,7,Acacia,0,NA,2,2,1,1,NA,2,0,2,3,2,1,1,1,1,2,1,4,2,0,NA,1,NA
1000,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,2,0,0,2,3,10,1,1,2,0,1,1,1
1001,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,3,0,0,2,5,18,1,1,2,0,1,1,NA
1002,9,OTH,2,4,7,Acacia,1,NA,5,9,1,0,NA,NA,NA,2,1,2,0,0,2,6,22,1,1,2,0,1,1,1
1003,8,OTH,2,4,7,Acacia,1,NA,2,2,1,1,1,2,NA,2,1,2,1,0,1,1,2,1,4,2,0,NA,1,1
1004,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
1005,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,1,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
1006,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,1,0,1,1,2,1,1,2,0,1,1,NA
1007,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,0,2,3,10,1,1,2,NA,1,NA,NA
1008,7,OTH,2,4,7,Acacia,0,NA,3,3,1,0,2,2,NA,2,1,2,0,1,1,1,2,1,4,2,0,NA,NA,NA
1009,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,1,2,NA,2,2,3,1,1,1,1,2,1,4,2,0,0,2,1
1010,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,3,4,14,1,1,2,0,1,1,NA
1011,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,2,2,0,0,2,5,18,1,1,2,0,1,1,NA
1012,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,1,0,1,2,6,1,1,2,0,1,1,NA
1013,8,OTH,2,4,7,Acacia,1,NA,5,5,1,1,NA,2,NA,2,2,2,0,1,1,2,6,1,1,2,0,1,NA,1
1014,8,OTH,2,4,7,Acacia,1,NA,5,5,1,1,NA,NA,NA,2,2,2,0,1,1,4,14,1,1,2,0,1,1,1
1015,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,1,2,0,0,2,3,10,1,1,2,0,1,1,NA
1016,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
1017,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
1018,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
1019,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
1020,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
1021,8,OTH,2,4,7,Acacia,1,NA,2,7,1,0,1,2,NA,2,1,3,1,1,1,1,2,1,4,2,0,1,2,1
1022,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,2,4,14,1,1,2,0,1,1,NA
1023,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
1024,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,3,5,18,1,1,2,0,1,1,NA
1025,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,NA,NA
1026,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,1,1,1,1,2,1,1,2,0,1,1,NA
1027,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,3,10,1,1,2,0,1,1,NA
1028,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,0,1,1,2,1,1,2,0,1,1,NA
1029,8,OTH,2,4,7,Acacia,1,NA,2,7,1,0,1,2,NA,2,1,2,1,1,1,1,2,1,4,2,0,1,1,1
1030,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,3,0,2,1,2,0,0,1,1,2,1,4,2,NA,1,NA,NA
1031,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,3,0,0,2,5,18,1,1,2,0,1,1,NA
1032,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,4,1,0,1,1,1,2,1,1,2,0,1,1,NA
1033,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,3,0,1,3,5,18,1,1,2,0,1,1,NA
1034,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,6,22,1,1,2,0,1,1,NA
1035,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,1,2,1,1,2,0,1,1,NA
1036,8,OTH,2,4,7,Acacia,1,NA,2,2,1,0,3,2,NA,2,1,3,1,1,1,1,2,1,4,2,0,1,1,1
1037,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,3,5,18,1,1,2,0,1,1,NA
1038,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,1,3,0,1,1,1,2,1,4,2,0,1,NA,NA
1039,7,OTH,2,4,7,Acacia,0,NA,2,7,1,0,1,3,0,2,1,3,0,0,1,4,14,1,4,2,0,NA,1,NA
1040,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,1,2,0,2,1,2,0,1,2,3,10,1,1,2,NA,1,1,1
1041,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
1042,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
1043,7,OTH,2,4,7,Acacia,0,NA,2,7,1,0,NA,1,NA,2,2,NA,1,1,1,1,2,1,4,2,0,NA,NA,1
1044,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,1,1,1,2,1,1,2,0,1,1,NA
1045,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,3,10,1,1,2,0,1,NA,NA
1046,8,OTH,2,4,7,Acacia,1,NA,2,2,1,1,1,2,NA,2,2,2,1,0,1,1,2,1,4,2,0,1,NA,1
1047,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,1,0,0,1,1,2,1,1,2,0,1,1,NA
1048,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
1049,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,3,0,0,1,2,6,1,1,2,NA,1,NA,NA
1050,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,3,0,0,2,4,14,1,1,2,0,1,1,NA
1051,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,3,0,2,2,2,0,1,1,2,6,1,1,2,0,1,1,NA
1052,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,2,3,10,1,1,2,0,1,1,NA
1053,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,2,0,2,1,2,0,1,1,1,2,1,4,2,0,1,NA,NA
1054,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
1055,8,OTH,2,4,7,Acacia,1,NA,3,7,1,0,1,2,NA,2,1,2,1,1,1,1,2,1,4,2,NA,1,NA,1
1056,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,0,1,1,2,1,1,2,0,1,NA,NA
1057,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
1058,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,3,0,2,2,1,1,0,1,2,6,1,1,2,0,1,NA,NA
1059,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,1,0,1,1,2,1,1,2,0,1,1,NA
1060,7,OTH,2,4,7,Acacia,0,NA,5,7,1,0,NA,3,0,2,1,3,0,0,3,5,18,1,1,2,NA,1,1,1
1061,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,NA,0,2,2,2,0,1,1,1,2,1,1,2,0,1,1,NA
1062,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,0,1,2,6,1,1,2,0,1,1,NA
1063,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,1,0,2,2,1,0,0,1,2,6,1,1,2,0,1,1,NA
1064,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,2,2,0,1,1,2,6,1,1,2,0,1,1,NA
1065,7,OTH,2,4,7,Acacia,0,NA,5,5,1,1,NA,2,0,2,1,2,0,0,1,3,10,1,1,2,0,1,1,1
